fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.105183579911973,0.36103671598239456,0.3,1.610367159823946,0.0796371494061619,34.79265680352108,70.0,0.9969258531360704,3.438963284017605,0.5046652219207756,9.405183579911974,5.051835799119729,0
7.370684800953587,0.5546575995232068,0.07609130679381153,1.9195434660309423,0.08108309871275668,19.0,27.0,0.9965966760514897,3.3136804262216595,0.5887945597139241,9.619543466030944,5.0,0
7.086289818713103,0.6784946908382529,0.049865708966942535,2.1260774522432184,0.08352154904486436,15.0,21.0,0.9953978513434711,3.3828763272904365,0.5626077452243218,10.926077452243218,6.287632729043678,0
8.898809579378783,0.7547023948446959,0.437847978081236,4.934248921815863,0.10850182962102578,34.30677659952214,151.30677659952215,1.0000796702014334,3.2915934040286716,0.9375274443153867,9.330677659952215,5.0,0
7.376449795857172,0.6652987959321363,0.0688224897928586,2.3,0.06288224897928586,33.29408299309529,46.05887551035707,0.9945335472585559,3.481177510207141,0.6764674693785758,12.558816598619057,7.647041496547644,0
7.434904714334727,0.6031938673574415,0.05893537754751949,1.789353775475195,0.04771027367185897,4.0,9.0,0.9960636652816578,3.3810646224524805,0.4965095285665273,9.816578306045429,5.0,0
7.267669951936276,0.34663800137324924,0.3534049965668769,1.9670249828343846,0.07735554893573185,3.665950034331231,8.334049965668768,0.9935549529224114,3.3299355030898106,0.55,12.632975017165617,6.665950034331231,0
11.168252373524298,0.5178287436593757,0.5327681519055552,2.23365047470486,0.07614792183642355,14.26730094940972,47.0,0.9992336504747049,3.23317476264757,0.573365047470486,9.867300949409719,4.267300949409719,0
6.923621908459095,0.7421850705967035,0.05236219084590958,2.5786417843278393,0.07523621908459095,16.59547261442613,33.59547261442613,0.9962524209371675,3.58,0.809094522885226,11.693208921639195,7.0,0
9.206835320030995,0.5511140839597054,0.19777183208058924,1.6205059600929876,0.07847847240216971,9.931646799690041,21.068353200309957,0.9958502262244091,3.1588859160402945,0.49410119201859753,9.872658719876016,5.0,0
9.067608267777016,0.7378287401439607,0.10649606300635711,1.2648720472547679,0.08621801181369196,35.56751968496822,48.0,0.9958746692914495,3.238923228352861,0.64054724410445,9.82162401575159,4.5675196849682145,0
7.17142416754073,0.6242848335081459,0.02714241675407294,2.285727497377812,0.08028575832459271,17.0,87.7142416754073,0.99745,3.5157120837703646,0.5857151664918541,9.77142416754073,6.0,0
11.034466240801475,0.4059660127759558,0.4770169936120221,2.483616560200369,0.09497063184280516,11.134466240801475,41.567233120400736,0.998660277144011,3.1686553375919853,0.644621350367941,10.99242700735882,5.432766879599263,0
7.37417755328876,0.5023479068589627,0.20563316496657044,2.2629112233556197,0.05885443883221901,6.0,11.685443883221902,0.9943932356733027,3.411689949489971,0.7011266329933141,11.877467340133718,7.0,0
6.700263152855387,0.7534956109274883,0.10971053185907496,1.3994736942892272,0.19784911931306792,16.0,28.667543842851288,0.9949094736942892,3.333298246285948,0.5532193004293325,9.899736847144615,3.997368471446136,0
6.988682868770657,0.6467950798587263,0.15151215157799267,2.1,0.074,8.056585656146716,25.0,0.9960452877294018,3.3677365737541316,0.5505658565614672,9.688682868770655,5.056585656146716,0
8.43911842948078,0.737737369657181,0.04252157905974373,2.1756473717923117,0.08623489465817939,25.626078952987186,97.12176314103844,0.9969658879123798,3.356260789529872,0.5337392104701282,10.037392104701281,5.0,0
8.994452307119175,0.2549996275575127,0.33277831575025946,2.0277757086528485,0.07122220566922279,44.77779433077721,67.0555514173057,0.9975883409063305,3.4361114007886013,0.842223546462177,10.19444485826943,6.944448582694303,0
8.813387517838846,0.5969105585817431,0.15047155313460553,2.385040638379135,0.08834254716488125,11.0,27.64173439729856,0.998683468794597,3.3062601595947836,0.8385040638379135,9.4,6.0,0
7.331408340533117,0.4025633362132469,0.22386270635339278,2.128520851332793,0.09187006298598542,33.0,74.34295829733442,0.9963729228932674,3.3244402041934573,0.5964260425666397,9.729964595932955,6.0,0
6.910315353908707,0.6279369292182584,0.012645643072752797,2.1,0.08278033200271068,8.36771784636236,14.63228215363764,0.9949432282153637,3.375740249245365,0.5942597507546348,10.804489630998596,6.3677178463623605,0
7.839798427791887,0.5241310219352733,0.03382866362310426,1.759697641687831,0.07059697641687832,6.8010078610405635,17.198992138959436,0.9967113852047652,3.265969764168783,0.6340302358312169,9.360201572208112,6.0,0
6.883666772820456,0.6046999044615896,0.1807166295128404,1.974499840769316,0.07334667091281824,9.41833386410228,23.0,0.9958365004776921,3.442750079615342,0.6041833386410228,10.34183338641023,5.0,0
7.875093979836332,0.2746804685564718,0.32535712337806094,1.6249060201636683,0.06173214383109696,17.75093979836332,30.24906020163668,0.994597744483928,3.2999624080654675,0.6576221737872313,10.901127758035981,6.0,0
7.320274579510632,0.335068644877658,0.4801372897553159,2.1202745795106317,0.07993981402904161,5.0,11.101372897553158,0.9958253432243883,3.333041186926595,0.5320274579510632,10.411510187308476,6.0,0
9.74993250151926,0.43031565192530474,0.2888588895641151,2.816644167173086,0.09744429444782057,10.277852776089713,26.0,1.0002665766686922,3.443879139108337,0.887771777912823,9.616644167173085,5.277852776089713,0
8.440785158994391,0.28421105735453656,0.44052512095229274,2.2513128023807316,0.08189472356613658,24.723680891534148,57.276319108465856,0.9978026256047614,3.3761840445767075,0.5510527643386341,9.25526382169317,5.0,0
8.145615142075604,0.3754384857924395,0.5590347002735383,2.0888170348350554,0.3011047318037097,17.13596214481099,68.56798107240549,0.9975246498423491,3.1750441640707914,0.95142429009656,9.343201892759451,5.0,0
7.786258118659529,0.6188221244565311,0.051766813315203344,2.2862581186595294,0.07898036874094219,6.019631259057815,18.0,0.9973219272995473,3.2896073748188437,0.6298036874094218,9.3,5.0,0
7.986499490663236,0.7352121307308458,0.5397492359948535,2.0,0.11543490322601475,30.067502546683823,133.79749235994854,0.9967608485229233,3.2379749235994857,0.6505496434642649,9.433751273341912,5.0,0
9.659350497190298,0.37406495028097025,0.3618700994380595,2.2518700994380594,0.08636909303933583,11.96259801123881,61.481299005619405,0.997429921591009,3.1426181392132833,0.5625688707305226,9.981299005619405,5.481299005619405,0
7.851110554817095,0.4558729364024421,0.2123334167774358,3.541270635975579,0.11153331664451284,27.82063531798779,90.0,0.9979404442219267,3.151793646820122,0.5933174086615873,9.153809404603663,5.0,0
6.9941353090819485,0.6411729381836102,0.02557145637214861,2.1,0.06708797036377077,9.0,23.0,0.996954841879931,3.4673608890868772,0.6679473581786821,9.426391109131231,5.970676545409744,0
7.866008948581761,0.5161076062944967,0.10872050703280961,3.8527054438542967,0.08756651752363731,26.773392990545073,60.88669649527254,0.9965679821028365,3.354334824763627,0.6632017897163521,10.632017897163522,6.0,0
6.175318696929931,0.854343538913668,0.08,2.1385595990553634,0.06377119198110727,19.40360100236159,31.59639899763841,0.995818094356127,3.5119279799527683,0.5982520701653113,10.677119198110727,4.807202004723182,0
8.429076036396944,0.7429183708295166,0.10436140545954176,5.95507219411704,0.11069610212315512,49.83480510615776,91.31057507582697,0.9981706203134372,3.327576996966921,0.6593172522748091,10.328192972702292,5.262115015165394,0
6.981821771210978,0.6136356457578044,0.005908911439451095,2.111366328408234,0.07297742527646657,26.0,43.40910885605489,0.995122502961249,3.4111366328408232,0.7213623800761577,10.829544557197256,6.0,0
6.938182909515146,0.7389088453590922,0.05381829095151458,2.5731814089318203,0.07538182909515145,16.577271363106068,33.57727136310607,0.9962862752646228,3.58,0.8054542726212135,11.665907044659102,7.0,0
7.807914500771631,0.3346524167952718,0.381882341525201,1.9653475832047282,0.06239572503858155,6.693048335905436,24.0,0.9961960427496142,3.3706951664094564,0.7749518581661465,11.449518581661467,6.0,0
6.720477524289426,0.5983103907881269,0.027952247571057413,2.139761237855287,0.07442148859302417,8.0,15.0,0.9952265196747028,3.3698806189276436,0.6239761237855287,10.002387621447129,6.0,0
9.833598836839945,0.31885789894730887,0.42921645947351295,2.882868484209633,0.07112881715787538,19.73572373684136,77.73572373684136,0.9981164673210495,3.1794289494736545,0.7237848636842775,10.237848636842775,6.0,0
6.84373305709476,0.6597333530646601,0.026159988161203997,1.9,0.0624373305709476,25.5893341225864,42.0,0.9951384528558352,3.396159988161204,0.7686667653233,11.02319976322408,6.0,0
7.106784120976444,0.5066486956578171,0.1705968998055663,2.5,0.08380462759991449,21.48303969755889,37.0,0.9958762555765824,3.4031343667314777,0.673392060488222,11.375440453661664,6.51696030244111,0
9.246293248786479,0.45777594927188714,0.3492586497572957,1.807413502427043,0.07643492614685068,3.2685337560676073,14.268533756067608,0.9966816474673548,3.278056012682028,0.7853706751213522,10.980560126820283,6.0,0
6.77247699893835,0.8268195919940087,0.06587154984075251,2.14250766702055,0.0688746166489725,12.0,20.0,0.9961012845015925,3.4610092004246598,0.5542507667020551,9.95749233297945,5.0,0
11.431351212694912,0.4225404850779646,0.5,2.5881072761694686,0.08211892723830531,19.343243936525443,47.0,0.9992839979478847,3.222243166982201,0.9246482742762608,10.828378031737278,5.656756063474557,0
8.38180293758028,0.3103146266830011,0.394090146879014,2.3811223990199353,0.07969898408820582,17.0,43.03146266830011,0.9945312417380703,3.3090561199509967,0.77,12.468537331699892,6.968537331699892,0
6.035999079384688,0.6754907919216875,0.02603637200559375,1.6189088398321876,0.07920727440111876,6.0,12.603637200559374,0.9953842900554294,3.6164000920615313,0.6239636279944063,10.040545580083906,3.6036372005593753,0
7.57690615988051,0.3277126081433879,0.38766862383271417,2.0,0.05446334294607892,6.0,23.923020532935034,0.9964539589341299,3.4530865094010443,0.8307771253890952,11.746041065870068,6.0,0
7.1,0.602471296285921,0.020581705939569376,2.447091470302153,0.07926750841562201,20.0,84.92441638614594,0.9973443570708033,3.522789899012536,0.583197474753134,9.777324915843781,5.0,0
7.519430711661774,0.6163985018367585,0.12437191012389906,4.944554306705811,0.10915408239213151,49.805692883382264,109.61138576676453,0.9982077041196066,3.260485767791544,0.7607704119606575,9.404857677915444,5.0,0
9.181083683877068,0.40972907903073336,0.4948645395153667,3.8594581580614666,0.12278398550047266,3.0,10.702709209692667,0.9957967561711277,3.2240541841938533,0.5759458158061467,12.872980130661933,6.297290790307334,0
7.407933013917525,0.6260625836185564,0.18460334930412375,7.119687081907218,0.08459352151494841,27.092066986082475,93.72379904175257,0.9987863354049742,3.3855240191649485,0.7497452630618554,9.648580862422683,5.092066986082475,0
6.699522293575191,0.6266703825668817,0.048066878899473295,2.3,0.05939140128435343,34.59904458715038,63.40095541284962,0.9973957515926591,3.505847133944061,0.7399044587150382,10.10047770642481,5.400955412849618,0
6.723648778290266,0.567418926697416,0.030108097736778715,2.08709463348708,0.07762364877829027,25.24729755658053,44.37635122170973,0.9952425810733025,3.487743219907752,0.68,10.611824389145134,6.0,0
8.432691323786361,0.5907906748166163,0.12653826475727226,2.2163456618931807,0.08746578791477772,26.64850482011869,55.0,0.996558525083479,3.2643056266154296,0.6475747589940656,10.964850482011869,5.0,0
7.8,0.5846519594428491,0.3246519594428492,1.9465195944284917,0.07266298986071229,24.53480405571508,120.0,0.9966529288846784,3.2606960811143018,0.5373259797214246,9.373259797214246,5.0,0
5.903022136842895,0.288791145262842,0.25226660263217127,13.218671789426299,0.06698488931578553,71.52401344724403,160.07555342107239,0.9971191847878711,3.328791145262842,0.5407555342107238,10.324177094743161,6.0,0
6.1629723349819505,0.4698544571417968,0.1015449280800243,1.6965015369454473,0.0772653227585439,18.0,30.0,0.994019300307389,3.4444024591127156,0.5452476945818292,11.2,6.0,0
8.499642781723558,0.492508930456911,0.3050535827414661,2.225803741121992,0.10172052949219362,19.501786091382204,131.4946417258534,0.9973003572182765,3.005267913707331,1.6387854578601007,9.69964278172356,5.0,0
9.195681492962898,0.4939523764647612,0.2963284121768152,2.370410515221019,0.06638013144026274,41.32397371194745,53.352052576105095,0.9970669983805567,3.392958948477898,0.7757668348936624,10.402807886415763,6.0,0
8.9,0.3858674026024258,0.43227071431334196,2.3173480520485166,0.06330607791805935,12.293370130121291,27.70662986987871,0.994901071818217,3.2846685065060646,0.7940055195181935,12.834696104097032,7.0,0
6.188005933663589,0.7830022251238458,0.0,1.5220014834158972,0.056289918412125654,9.779985165841028,17.389992582920513,0.9935936204711394,3.4805003708539743,0.602700519195564,11.40699035779667,6.0,0
8.906779612477743,0.7566949031194357,0.4368057429836798,4.9109519019881365,0.10823207465459947,34.312907394213646,151.31290739421365,1.000061277817359,3.291225556347181,0.9334811198189921,9.331290739421366,5.0,0
10.66265775225844,0.2969302132904538,0.5040398386668604,2.179534755269692,0.07401794120859528,6.0,22.0,0.9978710962537641,3.199156149849437,0.9442724610320143,10.908438501505627,6.728903746235934,0
10.497668282702703,0.4253937535027028,0.49,4.760932686918919,0.10351605817729731,9.597668282702703,17.0,0.9980435019952865,3.1182798060756753,0.5439067313081082,12.021865373837837,6.402331717297297,0
9.293733056471815,0.5293733056471817,0.875468939258873,3.4,0.5419765818747393,32.0,69.26780873277661,0.9996736474015137,2.8163254888413363,1.8272633673590821,9.453561746555323,4.133904366388308,0
12.681105321660455,0.369467337289234,0.5553266271076605,2.8610047282753612,0.08369246152399586,24.840201186770187,68.15979881322981,0.9993987940849545,3.140944733916977,0.821065325421532,10.639698219844721,5.9467337289233955,0
7.231771741321127,0.4931771741321127,0.17788188391192483,2.615275356476994,0.07069449287046013,12.894094195596242,34.105905804403754,0.9967105905804404,3.299531522396338,0.49482681261652606,9.231771741321127,6.105905804403758,0
11.57741430629886,0.21096572251954396,0.517741430629886,3.7058256360643322,0.10229688526142508,4.30965722519544,23.15482861259772,0.9995458099855908,3.258323994236319,0.9297445607245928,10.223862890078175,6.0,0
8.228157136418004,0.6372893395201084,0.11381593530423009,2.828157136418003,0.08894473625878307,16.94473625878308,39.94473625878308,0.9979233409794513,3.2927631870608463,0.55,9.483420877634924,5.0,0
8.141921137000876,0.6441921137000876,0.1262881705501313,1.9263464771665206,0.079,17.526929543330414,41.736535228334795,0.997139403102517,3.3310771817332165,0.5610771817332166,9.731732385832604,6.0,0
8.676598764965954,0.5452652778826602,0.25063950598638185,2.4531975299319093,0.09477688267176569,6.765987649659547,30.88299382482977,0.9974946944423468,3.261809567738084,0.5859592589795728,9.358503087585115,6.0,0
9.798683682932328,0.36013163170676715,0.3897367365864657,2.2797367365864654,0.08441842843894741,11.405265268270686,61.20263263413534,0.9978757877853834,3.181631431221052,0.5263422424375946,9.702632634135343,5.202632634135343,0
10.68248282577812,0.3764965651556239,0.5216413155107863,2.2,0.12395583923543932,7.0,17.5875858711094,0.9985175171742219,3.056496565155624,0.8991584897326668,9.358758587110941,5.412414128890598,0
7.170113959441747,0.36804558377669894,0.29402279188834946,1.8597720811165053,0.07568974365024274,31.0,69.40227918883495,0.9968768974365024,3.4289658121674758,0.5571253553859221,9.470113959441747,5.701139594417474,0
7.3239216801871185,0.5095407007131045,0.2736022377089395,2.575798606195449,0.08999720286382569,31.0,67.68011188544698,0.9968568290902162,3.389221258234925,0.47360223770893944,9.336022377089394,5.0,0
12.96326067634668,0.6849023574706548,0.5851033140046632,2.3183696618266603,0.08106142125526612,12.591848309133303,35.0,1.00006733652178,3.1,0.583673932365332,9.828587632786622,6.0,0
